Timestamp;dealdata
8826000;-45
8852000;59
8878000;-5
8904000;-9
8929000;-57
8955000;31
8981000;-21
9007000;5
9033000;-57
9059000;-121
9085000;30
9111000;37
9137000;-62
9163000;7
9189000;18
9215000;-73
9241000;31
9267000;-21
9293000;53
9318000;-5
9344000;-29
9370000;63
9396000;-5
9422000;-34
9448000;-17
9474000;22
9500000;-43
9526000;-100
9552000;6
9578000;23
9604000;-81
9630000;-45
9656000;1
9681000;-37
9707000;21
9733000;37
9759000;-43
9785000;43
9811000;31
9837000;13
9863000;-59
9889000;-107
9915000;87
9941000;-73
9967000;60
9993000;7
10019000;27
10044000;59
10070000;-34
10096000;-57
10122000;77
10148000;-30
10174000;-29
10200000;47
10226000;69
10252000;-2
10278000;52
10304000;-42
10330000;-13
10356000;71
10382000;39
10408000;13
10433000;30
10459000;3
10485000;-33
10511000;36
10537000;3
10563000;-73
10589000;39
10615000;11
10641000;-9
10667000;7
10693000;-37
10719000;35
10746000;-27
10772000;-17
10797000;14
10823000;-47
10849000;45
10875000;35
10901000;-41
10927000;-51
10953000;15
10979000;35
11005000;23
11031000;19
11057000;62
11083000;-14
11109000;11
11136000;95
11162000;-11
11187000;-73
11213000;29
11239000;81
11265000;-59
11291000;27
11317000;31
11343000;47
11369000;13
11395000;-89
11421000;47
11447000;-9
11473000;14
11499000;-81
11525000;-67
11550000;-31
11576000;-5
11602000;-9
11628000;38
11654000;5
11680000;15
11706000;23
11732000;-73
11758000;71
11784000;-49
11810000;-46
11836000;29
11862000;-3
11888000;-9
11913000;5
11939000;-49
11965000;-30
11991000;-1
12017000;-12
12043000;-65
12069000;23
12095000;29
12121000;7
12147000;-57
12173000;67
12199000;39
12225000;-2
12251000;44
12277000;14
12302000;30
12328000;3
12354000;-4
12380000;5
12406000;-26
12432000;78
12458000;-57
12484000;39
12510000;-65
12536000;29
12562000;12
12588000;-90
12614000;-15
12640000;-2
12665000;37
12691000;-3
12717000;-45
12743000;-43
12769000;-9
12795000;13
12821000;-44
12847000;-25
12873000;-29
12899000;-36
12925000;39
12951000;-50
12977000;-17
13003000;20
13029000;27
13054000;-25
13080000;15
13106000;-113
13133000;39
13159000;55
13185000;-18
13212000;39
13238000;-61
13264000;13
13290000;-29
13316000;3
13342000;-49
13368000;-50
13394000;-67
13419000;45
13445000;-14
13471000;15
13497000;6
13523000;-5
13550000;-57
13576000;-81
13602000;79
13628000;119
13654000;17
13680000;15
13706000;27
13732000;-1
13759000;17
13785000;-27
13810000;-59
13836000;-27
13862000;-13
13888000;5
13914000;45
13940000;-35
13967000;-5
13993000;15
14019000;30
14045000;-42
14071000;55
14097000;19
14123000;-76
14149000;-27
14174000;-58
14200000;-22
14226000;6
14253000;46
14279000;-59
14305000;7
14331000;-9
14357000;111
14383000;-69
14409000;-78
14435000;18
14461000;-5
14487000;-25
14513000;-49
14538000;39
14564000;-26
14591000;29
14617000;-45
14643000;7
14669000;63
14695000;75
14721000;-27
14747000;-25
14773000;-13
14799000;61
14825000;55
14851000;54
14877000;-43
14903000;-115
14928000;61
14954000;-9
14980000;-25
15006000;-1
15032000;-17
15058000;55
15084000;37
15110000;71
15136000;85
15161000;6
15187000;111
15213000;-65
15239000;-67
15265000;-83
15290000;-18
15316000;3
15342000;12
15368000;-29
15394000;-9
15420000;-5
15446000;23
15472000;-35
15498000;-67
15524000;-25
15550000;-25
15576000;-26
15602000;13
15628000;-41
15654000;-9
15679000;39
15705000;77
15731000;39
15757000;55
15783000;47
15809000;75
15835000;1
15861000;59
15887000;-17
15913000;-105
15939000;-26
15965000;-26
15991000;-97
16017000;-27
16042000;7
16068000;5
16094000;-59
16120000;29
16146000;119
16172000;-9
16198000;1
16224000;-26
16250000;-46
16276000;37
16302000;-31
16328000;7
16354000;-66
16380000;7
16405000;-19
16431000;-75
16457000;-26
16483000;46
16509000;1
16535000;-43
16561000;55
16587000;7
16613000;53
16639000;-82
16665000;13
16691000;-61
16717000;-65
16743000;27
16769000;33
16794000;-31
16820000;-11
16846000;-61
16872000;-49
16898000;7
16924000;-81
16950000;-10
16976000;-1
17002000;-17
17028000;-2
17054000;27
17080000;-41
17106000;7
17132000;-52
17157000;-13
17183000;5
17209000;-95
17235000;-10
17261000;47
17287000;-73
17313000;-25
17339000;-33
17366000;-14
17392000;-1
17418000;-61
17444000;-101
17470000;-41
17496000;-31
17522000;-33
17547000;14
17573000;83
17599000;-18
17625000;127
17651000;-13
17677000;-25
17703000;-65
17729000;-53
17755000;23
17781000;-33
17807000;-89
17833000;51
17859000;-36
17885000;45
17910000;14
